id,lesson,deva,iast,verdict,confidence,n_tokens,n_chars,top_containment,top_ref,top_cite,top_text
buhler-IV-55,IV,ऋषेः पुत्रौ तत्र मार्गे तिष्ठतः,ṛṣeḥ putrau tatra mārge tiṣṭhataḥ,invented,medium,5,29,0.557,"Saṅghabhedavastu SBhedaV, 1",DCS sent_id 365000,sa kathayati vatsa brāhmaṇāḥ kathayanti aputrasya gatir nāstīti asti tvayā kiṃcid apatyam utpāditam upādhyāya kumāra evāhaṃ strītantre aprakṛtijñaḥ pitrā rājyanimittaṃ protsāhyamānaḥ pravrajitaḥ kuto mamāpatyasamutpattiḥ vatsa yady evaṃ pūrvopabhuktaviṣayānusmaraṇaṃ kuru upādhyāya gāḍhavedanābhyāhatasya me idānīṃ chidyamāneṣu marmasu mucyamāneṣu sandhiṣu maraṇaikāntamanasaḥ kathaṃ pūrvopabhuktaviṣayānusmaraṇaṃ bhavati sa tasyopādhyāyaḥ pañcābhijñālābhī tena ṛddhyā mahān vātavarṣo nirmitaḥ tasya varṣabindavaḥ kāye nipatitāḥ tataḥ śītalasalilavātasparśād vedanā viṣṭambhitā sa pūrvopabhuktaviṣayān smartum ārabdhaḥ yāvad asya maithunarāgasamanusmaraṇād dvau śukrabindū sarudhire nipatitau catvāri sthānāny acintanīyāni ātmacintā lokacintā sattvānāṃ karmavipākacintā buddhānāṃ ca buddhaviṣayacintā iti tau śukrabindū dve aṇḍe prādurbhūte sūryasyābhyudgamanakālasamaye sūryaraśmiparipācite sphuṭite dvau kumārau jātau tato nātidūre ikṣuvāṭaḥ tau tatra praviṣṭau tatas sūryaraśmayo bhāsuratarā jātāḥ gautamariṣiḥ sūryaraśmiparitāpitaḥ kālagataḥ tataḥ suvarṇadvaipāyanariṣir āgataḥ paśyati kālagataḥ sa śūlasāmantake paśyati aṇḍe sphuṭite kapālāny avasthitāni so 'nusarann itaś cāmutaś ca ikṣuvāṭaṃ praviṣṭo yāvat paśyati dvau kumārau samanvāhartuṃ pravṛttaḥ kasyaitau putrāv iti paśyati gautamasya ṛṣeḥ tato 'sya sutarāṃ premā utpannaḥ tena tāv āśramapadaṃ nītvā āpāyitau poṣitau saṃvardhitau tayoś ca nāmadheyaṃ vyavasthāpayituṃ pravṛttaḥ sūryasyābhyudgamanakālasamaye sūryaraśmibhiḥ paripācitau jātau bhavataḥ tasmāt sūryagotrāviti sūryagotrā iti saṃjñā saṃvṛttā gautamasya riṣeḥ putrau gautamā gautamā iti dvitīyā saṃjñā saṃvṛttā svāṅgīnisṛtā iti āṅgīrasā āṅgīrasā iti tṛtīyā saṃjñā saṃvṛttā ikṣuvāṭāllabdhā ikṣvākā ikṣvākā iti caturthī saṃjñā saṃvṛttā yāvad apareṇa samayena bharadvājo rājā aputra eva kālagataḥ amātyāḥ saṃnipatya samavāyaṃ kartum ārabdhāḥ bhavantaḥ kam idānīṃ rājānam abhiṣiñcāma iti apare kathayanti tasya bhrātā gautamo riṣīṇāṃ madhye pravrajitaḥ tasyedaṃ kulakramāgataṃ rājyaṃ tam abhiṣiñcāma iti kṛtasaṃjalpāḥ suvarṇadvaipāyanasya riṣeḥ sakāśam upasaṃkrāntāḥ upasaṃkramya pādayor nipatya kathayanti maharṣe gautamaḥ kva gata iti sa kathayati yuṣmābhir eva praghātita iti maharṣe vayaṃ tasya darśanam api na samanusmarāmaḥ kathaṃ praghātayāmaḥ ahaṃ yuṣmān smārayāmi śobhanaṃ tena te smāritāḥ kathayanti maharṣe yady evam alaṃ tasya nāmagrahaṇena pāpakāryasāvakīrtanīyaḥ kiṃ tena pāpakaṃ karma kṛtaṃ idaṃ cedaṃ ca nāsau pāpakarmakārī adūṣy anapakāry eva yuṣmābhiḥ praghātitaḥ kathaṃ tena vistareṇa yathāvṛttaṃ samākhyātaṃ te saṃjātadaurmanasyāḥ kathayanti maharṣe yady evaṃ vayaṃ pāpakarmakāriṇo nāsāviti te caivam ālāpaṃ kurvanti tau ca dārakau riṣeḥ sakāśam upasaṃkrāntau amātyāḥ kathayanti maharṣe kasyaitau dārakau kathayati tasyaiva putrau katham etau samutpannau kā vā anayoḥ saṃjñā tena sotpattikaṃ vistareṇa samākhyātam amātyāḥ śrutvāpi paraṃ vismayam upagatāḥ tais taṃ riṣim anujñāpya tayor jyeṣṭhaḥ kumāro rājyābhiṣekeṇābhiṣiktaḥ so 'pyaputraḥ kālagataḥ tato 'sau dvitīyaḥ kanīyān abhiṣiktaḥ tasya ikṣvākurājā ikṣvākurājā iti saṃjñā saṃvṛttā ikṣvākor gautamā rājñaḥ putraprapautṛkayā naptṛpranaptṛkayā punar api potalake nagare ekaśatam ikṣvākurājaśatam abhūt
buhler-IV-56,IV,हरिः कविभ्यां दानानि यच्छति,hariḥ kavibhyāṃ dānāni yacchati,invented,medium,4,28,0.231,"Agnipurāṇa AgniPur, 6",DCS sent_id 484029,dattvā dānāni viprebhyo dīnānāthebhya eva saḥ
buhler-IV-57,IV,ऋषिभी रामो वसति,ṛṣibhī rāmo vasati,invented,medium,3,16,0.284,"Aitareyabrāhmaṇa AB, 3, 23",DCS sent_id 651153,sa vā asmiṃś ca loke 'muṣmiṃś ca prajayā ca paśubhiś ca gṛheṣu vasati ya evaṃ veda
buhler-IV-58,IV,अग्निना ऽरीणां गृहाणि नृपा दहन्ति,agninā rīṇāṃ gṛhāṇi nṛpā dahanti,invented,medium,5,28,0.213,"Amaruśataka AmaruŚ, 1",DCS sent_id 103044,niḥśvāsā vadanaṃ dahanti hṛdayaṃ nirmūlamunmathyate nidrā neti na dṛśyate priyamukhaṃ rātriṃdivaṃ rudyate
buhler-IV-59,IV,हरिं क्षीरेण यजतः,hariṃ kṣīreṇa yajataḥ,invented,medium,3,19,0.388,"Aitareyabrāhmaṇa AB, 1, 9",DCS sent_id 650167_1,etaiḥ ha vai asya chandobhiḥ yajataḥ sarvaiḥ chandobhiḥ iṣṭam bhavati yaḥ evam veda
buhler-IV-60,IV,कवयो धनं लुभ्यन्ति,kavayo dhanaṃ lubhyanti,invented,medium,3,21,0.436,"Jaiminīyabrāhmaṇa JB, 1, 103",DCS sent_id 660546,yadi paṅktiṃ na śaknoti vigātum ṛtavo lubhyanti
buhler-IV-61,IV,ऋषिः सूक्तानि पश्यति,ṛṣiḥ sūktāni paśyati,invented,medium,3,18,0.393,"Aitareya-Āraṇyaka AĀ, 5, 2, 2",DCS sent_id 749328,indrasya nu vīryāṇi pra vocaṃ tve ha yat pitaraś cin na indreti pañcadaśa yas tigmaśṛṅgo vṛṣabho na bhīma ugro jajñe vīryāya svadhāvān ud u brahmāṇy airata śravasyā te maha indro 'ty ugreti pañca sūktāni
buhler-IV-62,IV,गुरू शिष्ययोः क्रुध्यतः,gurū śiṣyayoḥ krudhyataḥ,invented,medium,3,22,0.395,"Suśrutasaṃhitā Su, Cik., 39",DCS sent_id 10388,krudhyataḥ kupitaṃ pittaṃ kuryāttāṃstānupadravān
buhler-IV-63,IV,नृपा अरिभ्यः कुप्यन्ति,nṛpā aribhyaḥ kupyanti,invented,medium,3,20,0.341,"Aṣṭāṅgahṛdayasaṃhitā AHS, Sū., 4",DCS sent_id 26969,doṣāḥ kadācit kupyanti jitā laṅghanapācanaiḥ
buhler-IV-64,IV,अग्निरुदधौ तिष्ठति,agnirudadhau tiṣṭhati,invented,medium,2,20,0.338,"Aitareyabrāhmaṇa AB, 1, 14",DCS sent_id 650235_6,prāci tiṣṭhati ādadhati
buhler-IV-65,IV,परशुना वृक्षान्कृन्तथ,paraśunā vṛkṣānkṛntatha,invented,medium,2,22,0.434,"Agnipurāṇa AgniPur, 4",DCS sent_id 483930,yuddhe paraśunā rājā dhenuḥ svāśramamāyayau
buhler-IV-66,IV,जलस्य बिन्दवो गिरेः पतन्ति,jalasya bindavo gireḥ patanti,invented,medium,4,26,0.294,"Mahābhārata MBh, 4, 38",DCS sent_id 214232,bindavo jātarūpasya śataṃ yasminnipātitāḥ
buhler-IV-67,IV,विष्णुमृषिर्यजति नृपाय,viṣṇumṛṣiryajati nṛpāya,invented,medium,2,22,0.456,"Bṛhatkathāślokasaṃgraha BKŚS, 27",DCS sent_id 529439,tad bhavān rūcitas tasyai nṛpāya ca yatas tataḥ
buhler-IV-68,IV,नृपो ऽश्वमारोहति,nṛpo śvamārohati,invented,medium,2,15,0.39,"Agnipurāṇa AgniPur, 6",DCS sent_id 484066,pitā svargaṃ gato rāma ayodhyāyāṃ nṛpo bhava
buhler-IV-69,IV,क्षेत्रेषु जलं शुष्यति,kṣetreṣu jalaṃ śuṣyati,invented,medium,3,20,0.39,"Baudhāyanadharmasūtra BaudhDhS, 3, 2",DCS sent_id 520203,avāritasthāneṣu pathiṣu vā kṣetreṣu vāpratihatāvakāśeṣu vā yatra yatrauṣadhayo vidyante tatra tatra samūhanyā samuhya tābhir vartayatīti samūhā
buhler-IV-70,IV,गुरवः शिष्याणां स्निह्यन्ति,guravaḥ śiṣyāṇāṃ snihyanti,invented,medium,3,24,0.392,"Bhāratamañjarī BhāMañj, 13",DCS sent_id 583469,dhanaputrakalatreṣu na snihyanti vipaścitaḥ
buhler-IV-71,IV,नृपाणां शत्रवो ऽसिना नश्यन्ति,nṛpāṇāṃ śatravo sinā naśyanti,invented,medium,4,26,0.277,"Aitareyabrāhmaṇa AB, 5, 7",DCS sent_id 651827,tā ūrdhvāḥ sīmno 'bhyasṛjata yad ūrdhvāḥ sīmno 'bhyasṛjata tat simā abhavaṃs tat simānāṃ simātvam
buhler-IV-72,IV,बालो गुरवे पत्त्रं लिखति,bālo gurave pattraṃ likhati,invented,medium,4,24,0.287,"Arthaśāstra ArthaŚ, 4, 9",DCS sent_id 465792,lekhakaśced uktaṃ na likhati anuktaṃ likhati duruktam upalikhati sūktam ullikhati arthotpattiṃ vā vikalpayati iti pūrvam asmai sāhasadaṇḍaṃ kuryād yathāparādhaṃ vā
buhler-IV-73,IV,जना मणीनां राशीनिच्छन्ति,janā maṇīnāṃ rāśīnicchanti,invented,medium,3,24,0.302,"Atharvaveda (Paippalāda) AVP, 10, 5",DCS sent_id 648255_1,tvam maṇīnām adhipāḥ vṛṣā asi
buhler-IV-74,IV,आ गिरेर्वृक्षा रोहन्ति,ā girervṛkṣā rohanti,invented,medium,3,18,0.531,"Atharvaveda (Śaunaka) AVŚ, 4, 14",DCS sent_id 634552,svar yanto nāpekṣanta ā dyāṃ rohanti rodasī
buhler-IV-75,IV,बाहुभ्यां जलं नरास्तरन्ति,bāhubhyāṃ jalaṃ narāstaranti,invented,medium,3,26,0.274,"Aitareya-Āraṇyaka AĀ, 1, 2, 4",DCS sent_id 748758_1,bāhubhyām adhirohet evam śyenaḥ vayāṃsi abhiniviśate evam vṛkṣam saḥ u vayasām vīryavattamaḥ iti
buhler-VI-108,VI,ऋक्षा मधु लुभ्यन्ति,ṛkṣā madhu lubhyanti,invented,medium,3,18,0.4,"Jaiminīyabrāhmaṇa JB, 1, 103",DCS sent_id 660546,yadi paṅktiṃ na śaknoti vigātum ṛtavo lubhyanti
buhler-VI-109,VI,ऋषिरधुना पाणिना जलमाचामति,ṛṣiradhunā pāṇinā jalamācāmati,invented,medium,3,28,0.228,"Aitareyabrāhmaṇa AB, 7, 5",DCS sent_id 652620_4,atha enat dakṣiṇena pāṇinā abhimṛśya japati divam tṛtīyam devān yajñaḥ agāt tatas mā draviṇam āṣṭa antarikṣam tṛtīyam pitṝn yajñaḥ agāt tatas mā draviṇam āṣṭa pṛthivīm tṛtīyam manuṣyān yajñaḥ agāt tatas mā draviṇam āṣṭa
buhler-VI-110,VI,नृपा अक्षैस्तत्र दीव्यन्ति,nṛpā akṣaistatra dīvyanti,invented,medium,3,23,0.38,"Mahābhārata MBh, 2, 61",DCS sent_id 187803,na tābhir uta dīvyanti dayā caivāsti tāsvapi
buhler-VI-111,VI,अलिर्मधुना माद्यति,alirmadhunā mādyati,invented,medium,2,18,0.456,"Arthaśāstra ArthaŚ, 1, 20",DCS sent_id 464569,krauñco viṣābhyāśe mādyati glāyati jīvaṃjīvakaḥ mriyate mattakokilaḥ cakorasyākṣiṇī virajyete
buhler-VI-112,VI,नरा विषेणासींल्लिम्पन्ति,narā viṣeṇāsīṃllimpanti,invented,medium,2,22,0.364,"Abhidhānacintāmaṇi AbhCint, 1",DCS sent_id 589939,pañcendriyā eva devā narā nairayikā api
buhler-VI-113,VI,रामः क्षत्रियान्परशुनाक्राम्यति,rāmaḥ kṣatriyānparaśunākrāmyati,invented,medium,2,30,0.354,"Agnipurāṇa AgniPur, 4",DCS sent_id 483932,rāme vanaṃ gate vairād atha rāmaḥ samāgataḥ
buhler-VI-114,VI,गुरूञ्शिष्यांश्च शंसामः,gurūñśiṣyāṃśca śaṃsāmaḥ,invented,medium,2,22,,,,
buhler-VI-115,VI,अरयो जनानां वसूनि हरन्ति,arayo janānāṃ vasūni haranti,invented,medium,4,25,0.313,"Agnipurāṇa AgniPur, 3",DCS sent_id 483857,arayo 'pi hi saṃdheyāḥ sati kāryārthagaurave
buhler-VI-116,VI,नरौ मृत्युमृच्छतः,narau mṛtyumṛcchataḥ,invented,medium,2,19,0.443,"Bhallaṭaśataka BhallŚ, 1",DCS sent_id 573016,etās tā niravagrahograkarabhollīḍhārdharūḍhāḥ punaḥ śamyo bhrāmyasi mūḍha nirmaruti kiṃ mithyaiva martuṃ marau
buhler-VI-117,VI,बालस्य नेत्राभ्यामश्रूणि पतन्ति,bālasya netrābhyāmaśrūṇi patanti,invented,medium,3,30,0.287,"Aṣṭāṅgahṛdayasaṃhitā AHS, Nidānasthāna, 16",DCS sent_id 32542,syāt tayoḥ pīḍanāddhānirāyuṣaśca balasya ca
buhler-VI-118,VI,जलेनाग्निः शाम्यति,jalenāgniḥ śāmyati,invented,medium,2,17,0.39,"Arthaśāstra ArthaŚ, 14, 2",DCS sent_id 466064_1,plavamānānām asthiṣu kalmāṣa veṇunā nirmathitaḥ agniḥ na udakena śāmyati udakena jvalati
buhler-VI-119,VI,ऋषेरश्वौ श्राम्यतः,ṛṣeraśvau śrāmyataḥ,invented,medium,2,18,0.487,"Atharvaveda (Śaunaka) AVŚ, 11, 1",DCS sent_id 639086,śrāmyataḥ pacato viddhi sunvataḥ panthāṃ svargam adhi rohayainam
buhler-VI-120,VI,गुरुः शिष्यस्य पापात्ताम्यति,guruḥ śiṣyasya pāpāttāmyati,invented,medium,3,25,0.567,"Kūrmapurāṇa KūPur, 2, 14",DCS sent_id 457993,harate duṣkṛtaṃ tasya śiṣyasya vasato guruḥ
buhler-VI-121,VI,गजा नगरे भ्राम्यन्ति,gajā nagare bhrāmyanti,invented,medium,3,20,0.402,"Bhramarāṣṭaka Bhramarāṣṭaka, 1",DCS sent_id 365618,ye'mī te mukulodgamādanudinaṃ tvāmāśritāḥ ṣaṭpadāste bhrāmyanti phalādvavahir bahirato dṛṣṭvā na sambhāṣase
buhler-VI-122,VI,मधुना क्षीरेण च तुष्यन्ति बालाः,madhunā kṣīreṇa ca tuṣyanti bālāḥ,invented,medium,5,29,0.503,"Suśrutasaṃhitā Su, Sū., 20",DCS sent_id 1790,ato 'nyānyapi saṃyogādahitāni vakṣyāmaḥ navavirūḍhadhānyair vasāmadhupayoguḍamāṣair vā grāmyānūpaudakapiśitādīni nābhyavaharet na payomadhubhyāṃ rohiṇīśākaṃ jātukaśākaṃ vāśnīyāt balākāṃ vāruṇīkulmāṣābhyāṃ kākamācīṃ pippalīmaricābhyāṃ nāḍībhaṅgaśākakukkuṭadadhīni ca naikadhyaṃ madhu coṣṇodakānupānaṃ pittena cāmamāṃsāni surākṛśarāpāyasāṃś ca naikadhyaṃ sauvīrakeṇa saha tilaśaṣkulīṃ matsyaiḥ sahekṣuvikārān guḍena kākamācīṃ madhunā mūlakaṃ guḍena vārāhaṃ madhunā ca saha viruddhaṃ kṣīreṇa mūlakamāmrajāmbavaśvāvicchūkaragodhāśca sarvāṃś ca matsyān payasā viśeṣeṇa cilicimaṃ kadalīphalaṃ tālaphalena payasā dadhnā takreṇa vā lakucaphalaṃ payasā dadhnā māṣasūpena vā prāk payasaḥ payaso 'nte vā
buhler-VII-143,VII,स्तेनः सुवर्णं नृपस्य गृहाच्चोरयति,stenaḥ suvarṇaṃ nṛpasya gṛhāccorayati,invented,medium,4,34,0.24,"Aṣṭāṅgahṛdayasaṃhitā AHS, Śār., 6",DCS sent_id 30852,narasya vardhamānasya devatānāṃ nṛpasya ca
buhler-VII-144,VII,गुरुर्दण्डेन शिष्यांस्ताडयति,gururdaṇḍena śiṣyāṃstāḍayati,invented,medium,2,27,,,,
buhler-VII-145,VII,सूतो ऽश्वान्पीडयति,sūto śvānpīḍayati,invented,medium,2,16,0.35,"Abhidhānacintāmaṇi AbhCint, 2",DCS sent_id 590276,alakā vasvokasārā suto 'sya nalakūvaraḥ
buhler-VII-146,VII,ऋषिर्जलेन पाणी क्षालयति,ṛṣirjalena pāṇī kṣālayati,invented,medium,3,23,0.245,"Aitareya-Āraṇyaka AĀ, 5, 1, 4",DCS sent_id 749259_1,bhūtebhyaḥ tvā iti paśca arddhe phalake pāṇī pratiṣṭhāpayati
buhler-VII-147,VII,ग्रामाज्जनान्नगरं नयन्ति,grāmājjanānnagaraṃ nayanti,invented,medium,2,25,0.396,"Aitareya-Āraṇyaka AĀ, 1, 2, 1",DCS sent_id 748709,pinvanty apo 'tyaṃ na mihe vi nayanti vājinam iti vājimad vā indrasya rūpam aindram etad ahar etasyāhno rūpam
buhler-VII-148,VII,नरौ रूपकाणि गणयतः,narau rūpakāṇi gaṇayataḥ,invented,medium,3,22,0.339,"Jaiminīyabrāhmaṇa JB, 1, 326",DCS sent_id 665208,taṃ ha vā ete svargaṃ lokaṃ gamayataḥ
buhler-VII-149,VII,नृपाच्छत्रूणां दण्डः,nṛpācchatrūṇāṃ daṇḍaḥ,invented,medium,2,20,0.374,"Abhidhānacintāmaṇi AbhCint, 2",DCS sent_id 590476,daṇḍaḥ punaḥ pravālaḥ syātkakubhastu prasevakaḥ
buhler-VII-150,VII,रामस्य पुत्रौ जनेभ्यो रामायणं कथयतः,rāmasya putrau janebhyo rāmāyaṇaṃ kathayataḥ,invented,medium,5,40,0.328,"Viṣṇupurāṇa ViPur, 4, 4",DCS sent_id 513322,atiduṣṭasaṃhāriṇo rāmasya kuśalavau dvau putrau lakṣmaṇasyāṅgadacandraketū takṣapuṣkalau bharatasya subāhuśūrasenau śatrughnasya
buhler-VII-151,VII,सुवर्णं पाणिभ्यां तोलयामः,suvarṇaṃ pāṇibhyāṃ tolayāmaḥ,invented,medium,3,26,0.294,"Aitareya-Āraṇyaka AĀ, 5, 1, 4",DCS sent_id 749263_1,atha pūrvam phalakam nānā pāṇibhyām abhipadyeta yathā ahiḥ srapsyan
buhler-VII-152,VII,जनकः पुत्रान्कोपाद्दण्डयति,janakaḥ putrānkopāddaṇḍayati,invented,medium,2,27,0.422,"Agnipurāṇa AgniPur, 5",DCS sent_id 483963,vīryaśuklāṃ ca janakaḥ sītāṃ kanyāṃ tvayonijām
buhler-VII-153,VII,गृहाल्लोका आगच्छन्ति,gṛhāllokā āgacchanti,invented,medium,2,19,0.418,"Aitareya-Āraṇyaka AĀ, 1, 1, 1",DCS sent_id 748649_1,etat vai ahar īpsantaḥ saṃvatsaram āsate te āgacchanti
buhler-VII-154,VII,पुण्येन साधुर्दुःखानि पारयति,puṇyena sādhurduḥkhāni pārayati,invented,medium,3,29,0.334,"Atharvaveda (Paippalāda) AVP, 4, 16",DCS sent_id 647308_2,ghuṇān hantu parāyatī
buhler-VII-155,VII,देवानिव नृपतील्ँलोकः पूजयति,devāniva nṛpatīlṃlokaḥ pūjayati,invented,medium,3,29,0.29,"Gokarṇapurāṇasāraḥ GokPurS, 10",DCS sent_id 440940,vaiśākhe śuklabhūte tu māṃ pūjayati yo naraḥ
buhler-VIII-176,VIII,वायोर्बलेन तरवः कम्पन्ते,vāyorbalena taravaḥ kampante,invented,medium,3,26,0.32,"Bhāratamañjarī BhāMañj, 13",DCS sent_id 585616,avadaṃ tapasā yeṣāṃ kampante daivatānyapi
buhler-VIII-177,VIII,असिनाद्यारयो म्रियन्त इत्यत्र नृपो भाषते,asinādyārayo mriyanta ityatra nṛpo bhāṣate,invented,medium,5,38,0.237,"Carakasaṃhitā Ca, Sū., 10",DCS sent_id 58904,maitreya mithyā cintyata ityātreyaḥ kiṃ kāraṇaṃ ye hyāturāḥ ṣoḍaśaguṇasamuditenānena bheṣajenopapadyamānā mriyanta ityuktaṃ tad anupapannaṃ na hi bheṣajasādhyānāṃ vyādhīnāṃ bheṣajamakāraṇaṃ bhavati ye punarāturāḥ kevalādbheṣajādṛte samuttiṣṭhante na teṣāṃ sampūrṇabheṣajopapādanāya samutthānaviśeṣo nāsti yathā hi patitaṃ puruṣaṃ samaratham utthānāyotthāpayan puruṣo balamasyopādadhyāt sa kṣiprataram aparikliṣṭa evottiṣṭhet tadvat sampūrṇabheṣajopalambhādāturāḥ ye cāturāḥ kevalādbheṣajādapi mriyante na ca sarva eva te bheṣajopapannāḥ samuttiṣṭheran nahi sarve vyādhayo bhavantyupāyasādhyāḥ na copāyasādhyānāṃ vyādhīnām anupāyena siddhirasti na cāsādhyānāṃ vyādhīnāṃ bheṣajasamudāyo 'yamasti na hyalaṃ jñānavān bhiṣaṅmumūrṣumāturamutthāpayituṃ parīkṣyakāriṇo hi kuśalā bhavanti yathā hi yogajño 'bhyāsanitya iṣvāso dhanur ādāyeṣumasyannātiviprakṛṣṭe mahati kāye nāparādhavān bhavati sampādayati ceṣṭakāryaṃ tathā bhiṣak svaguṇasampanna upakaraṇavān vīkṣya karmārabhamāṇaḥ sādhyarogamanaparādhaḥ sampādayatyevāturamārogyeṇa tasmānna bheṣajamabheṣajenāviśiṣṭaṃ bhavati
buhler-VIII-178,VIII,वसूनां राशीन्नृपतीन्कवयो ऽर्थयन्ते,vasūnāṃ rāśīnnṛpatīnkavayo rthayante,invented,medium,3,34,0.232,"Agnipurāṇa AgniPur, 19",DCS sent_id 484780,vasūnāṃ pāvako rājā marutāṃ vāsavaḥ prabhuḥ
buhler-VIII-179,VIII,शास्त्रे अधुना शिक्षामह इति पत्त्रे हरिर्लिखति,śāstre adhunā śikṣāmaha iti pattre harirlikhati,invented,medium,6,42,0.202,"Nāradasmṛti NāSmṛ, 2, 1",DCS sent_id 538624,akṛtaṃ tad iti prāhuḥ śāstre śāstravido janāḥ
buhler-VIII-180,VIII,पापाद्दुःखं जायते,pāpādduḥkhaṃ jāyate,invented,medium,2,18,0.302,"Abhinavacintāmaṇi ACint, 1",DCS sent_id 506094,na mānena vinā yuktir dravyāṇāṃ jāyate kvacit
buhler-VIII-181,VIII,शिष्याणां विनय उद्योगश्च गुरुभ्यो रोचेते,śiṣyāṇāṃ vinaya udyogaśca gurubhyo rocete,invented,medium,5,37,0.22,"Rāmāyaṇa Rām, Utt, 37",DCS sent_id 147529,udyogaśca kṛto rājan bharatena tvayā saha
